NORAD_CAT_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,CREATION_DATE,OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,LAUNCH_YEAR,LAUNCH_SEQ,EPOCH_FINAL,ORBIT_CLASS,EVENT,DURATION,RCS_SIZE
489,0 SL-6 DEB,1 00489U 62062  E 62357.58422770  .01885013 +00000-0 +00000-0 0  9991,2 00489 064.7324 141.4791 0015266 352.8452 007.1564 16.09340242007501,15/08/2004 23:35,SL-6 DEB,1962-062E,23/12/1962 14:01,16.09340242,0.0015266,64.7324,141.4791,352.8452,7.1564,750,0.0,0.01885013,0.0,6626.795,89.477,258.776,238.543,DEBRIS,CIS,10/09/1962,PKMTR,27/12/1962,1962,62,24/12/1962 04:02,LEO,1,108,SMALL
490,0 FTV 1155,1 00490U 62066  A 62340.97067068  .03430281 +00000-0 +00000-0 0  9992,2 00490 065.1898 106.0837 0105453 222.6144 136.5626 16.29761534000346,15/08/2004 23:35,FTV 1155,1962-066A,06/12/1962 23:17,16.29761534,0.0105453,65.1898,106.0837,222.6144,136.5626,34,0.0,0.03430281,0.0,6571.321,88.356,262.483,123.89,PAYLOAD,US,16/09/1962,AFWTR,08/12/1962,1962,66,07/12/1962 22:35,LEO,1,83,MEDIUM
491,0 SPUTNIK 22 DEB,1 00491U 62057  N 62356.77660970  .02412458 +00000-0 +00000-0 0  9994,2 00491 064.9461 133.7224 0059472 314.2975 285.2407 16.25357128008901,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057N,22/12/1962 18:38,16.25357128,0.0059472,64.9461,133.7224,314.2975,285.2407,890,0.0,0.02412458,0.0,6583.187,88.595,244.204,165.901,DEBRIS,CIS,01/08/1962,TTMTR,25/12/1962,1962,57,23/12/1962 13:16,LEO,1,146,SMALL
492,0 SPUTNIK 22 DEB,1 00492U 62057  P 62344.10687669  .01567524 +00000-0 +00000-0 0  9997,2 00492 064.7892 178.8404 0148084 321.9695 037.0160 16.01934566006908,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057P,10/12/1962 02:33,16.01934566,0.0148084,64.7892,178.8404,321.9695,37.016,690,0.0,0.01567524,0.0,6647.202,89.891,367.502,170.633,DEBRIS,CIS,03/08/1962,TTMTR,15/12/1962,1962,57,10/12/1962 05:07,LEO,1,134,SMALL
493,0 SPUTNIK 22 DEB,1 00493U 62057  Q 62352.52279421  .01960660 +00000-0 +00000-0 0  9994,2 00493 064.9497 147.7451 0121921 319.4204 039.6781 16.23415291008258,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057Q,18/12/1962 12:32,16.23415291,0.0121921,64.9497,147.7451,319.4204,39.6781,825,0.0,0.0196066,0.0,6588.436,88.701,290.628,129.974,DEBRIS,CIS,05/08/1962,TTMTR,21/12/1962,1962,57,19/12/1962 01:05,LEO,1,138,SMALL
494,0 SPUTNIK 22 DEB,1 00494U 62057  R 62347.59114217  .01772898 +00000-0 +00000-0 0  9991,2 00494 064.9466 167.3787 0129758 321.0356 038.0385 16.06169691007442,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057R,13/12/1962 14:11,16.06169691,0.0129758,64.9466,167.3787,321.0356,38.0385,744,0.0,0.01772898,0.0,6635.512,89.654,343.479,171.276,DEBRIS,CIS,07/08/1962,TTMTR,17/12/1962,1962,57,14/12/1962 04:22,LEO,1,132,SMALL
495,0 SPUTNIK 22 DEB,1 00495U 62057  S 62357.76604770  .02448159 +00000-0 +00000-0 0  9991,2 00495 064.7593 129.4528 0043628 306.4395 053.1801 16.25593792009059,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057S,23/12/1962 18:23,16.25593792,0.0043628,64.7593,129.4528,306.4395,53.1801,905,0.0,0.02448159,0.0,6582.548,88.583,233.132,175.695,DEBRIS,CIS,09/08/1962,TTMTR,26/12/1962,1962,57,24/12/1962 12:46,LEO,1,139,SMALL
496,0 SPUTNIK 22 DEB,1 00496U 62057  T 62356.11616100  .05533359 +00000-0 +00000-0 0  9990,2 00496 064.6926 134.7762 0024495 323.0349 036.8179 16.41904686008807,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057T,22/12/1962 02:47,16.41904686,0.0024495,64.6926,134.7762,323.0349,36.8179,880,0.0,0.05533359,0.0,6538.881,87.703,176.763,144.729,DEBRIS,CIS,11/08/1962,TTMTR,23/12/1962,1962,57,22/12/1962 05:34,LEO,1,134,SMALL
497,0 SPUTNIK 22 DEB,1 00497U 62057  U 62357.80841829  .03212755 +00000-0 +00000-0 0  9998,2 00497 064.9280 131.1897 0055727 317.1397 042.4517 16.28442266009056,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057U,23/12/1962 19:24,16.28442266,0.0055727,64.928,131.1897,317.1397,42.4517,905,0.0,0.03212755,0.0,6574.87,88.428,233.375,160.095,DEBRIS,CIS,13/08/1962,TTMTR,26/12/1962,1962,57,24/12/1962 14:48,LEO,1,135,SMALL
498,0 SPUTNIK 22 DEB,1 00498U 62057  V 62336.18381305  .01426744 +00000-0 +00000-0 0  9998,2 00498 064.9625 205.9788 0159226 326.0403 032.9522 15.95049037005682,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057V,02/12/1962 04:24,15.95049037,0.0159226,64.9625,205.9788,326.0403,32.9522,568,0.0,0.01426744,0.0,6666.319,90.279,394.329,182.038,DEBRIS,CIS,15/08/1962,TTMTR,10/12/1962,1962,57,02/12/1962 08:49,LEO,1,117,SMALL
499,0 SPUTNIK 22 DEB,1 00499U 62057  W 62336.18040656  .01343792 +00000-0 +00000-0 0  9991,2 00499 064.9626 205.7677 0149148 325.0758 033.9545 15.98056463005683,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057W,02/12/1962 04:19,15.98056463,0.0149148,64.9626,205.7677,325.0758,33.9545,568,0.0,0.01343792,0.0,6657.952,90.109,379.119,180.515,DEBRIS,CIS,17/08/1962,TTMTR,09/12/1962,1962,57,02/12/1962 08:39,LEO,1,114,SMALL
500,0 SPUTNIK 22 DEB,1 00500U 62057  X 62358.05835670  .02031279 +00000-0 +00000-0 0  9997,2 00500 064.7570 134.2094 0259604 339.1459 019.8360 16.09097714009155,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057X,24/12/1962 01:24,16.09097714,0.0259604,64.757,134.2094,339.1459,19.836,915,0.0,0.02031279,0.0,6627.46,89.491,421.377,77.274,DEBRIS,CIS,19/08/1962,TTMTR,28/12/1962,1962,57,24/12/1962 02:48,LEO,1,131,SMALL
501,0 SPUTNIK 22 DEB,1 00501U 62057  Y 62353.96089648  .01808041 +00000-0 +00000-0 0  9997,2 00501 064.5452 143.4513 0140470 308.8308 049.9255 16.03790205008512,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057Y,19/12/1962 23:03,16.03790205,0.014047,64.5452,143.4513,308.8308,49.9255,851,0.0,0.01808041,0.0,6642.074,89.787,357.24,170.638,DEBRIS,CIS,21/08/1962,TTMTR,26/12/1962,1962,57,20/12/1962 22:07,LEO,1,127,SMALL
502,0 BLACK SPHERE,1 00502U 62067  A 67038.69547421  .03079034 +00000-0 +00000-0 0  9996,2 00502 070.2282 053.0321 0074848 342.3153 017.5349 16.19753740204666,15/08/2004 23:35,BLACK SPHERE,1962-067A,07/02/1967 16:41,16.1975374,0.0074848,70.2282,53.0321,342.3153,17.5349,20466,0.0,0.03079034,0.0,6598.361,88.902,269.614,170.839,PAYLOAD,US,18/09/1962,AFWTR,09/02/1967,1962,67,08/02/1967 09:22,LEO,1,1605,MEDIUM
503,0 RELAY 1 (A-15),1 00503U 62068A   25193.60618619 -.00000024  00000-0  00000-0 0  9994,2 00503  47.4982 139.5188 2839400 166.9203   2.1609  7.78158103779047,12/07/2025 17:51,RELAY 1 (A-15),1962-068A,12/07/2025 14:32,7.78158103,0.28394,47.4982,139.5188,166.9203,2.1609,77904,0.0,-2.4e-07,0.0,10756.97,185.052,7433.169,1324.501,PAYLOAD,US,13/12/1962,AFETR,,1962,68,13/07/2025 05:05,MEO,0,22858,LARGE
504,0 INJUN 3,1 00504U 62067  B 68237.98186891  .06182616 +00000-0 +00000-0 0  9996,2 00504 070.2141 090.6538 0018907 043.7589 316.5020 16.37295104277728,15/08/2004 23:36,INJUN 3,1962-067B,24/08/1968 23:33,16.37295104,0.0018907,70.2141,90.6538,43.7589,316.502,27772,0.0,0.06182616,0.0,6551.148,87.949,185.4,160.627,PAYLOAD,US,20/09/1962,AFETR,25/08/1968,1962,67,25/08/1968 23:07,LEO,1,2166,MEDIUM
505,0 FTV 1156,1 00505U 62069  A 63004.49688857  .01112736 +00000-0 +00000-0 0  9992,2 00505 070.9488 060.4127 0072971 121.5443 239.2133 16.17767362003309,15/08/2004 23:35,FTV 1156,1962-069A,04/01/1963 11:55,16.17767362,0.0072971,70.9488,60.4127,121.5443,239.2133,330,0.0,0.01112736,0.0,6603.761,89.011,273.815,177.438,PAYLOAD,US,30/09/1962,AFWTR,08/01/1963,1962,69,04/01/1963 23:51,LEO,1,100,MEDIUM
506,0 EXPLORER 16,1 00506U 62070A   25193.59757384 -.00000088  00000-0  39358-4 0  9993,2 00506  52.0017 273.1768 0276734 111.5731 251.4921 13.85696580161676,12/07/2025 17:51,EXPLORER 16,1962-070A,12/07/2025 14:20,13.8569658,0.0276734,52.0017,273.1768,111.5731,251.4921,16167,3.94e-05,-8.8e-07,0.0,7321.888,103.919,1146.374,741.131,PAYLOAD,US,16/12/1962,WLPIS,,1962,70,13/07/2025 04:41,LEO,0,22855,MEDIUM
507,0 SURCAL 1,1 00507U 62067  C 63178.55723138  .02691540 +00000-0 +00000-0 0  9999,2 00507 070.2386 169.1259 0209551 250.2241 107.5094 15.78769845026915,15/08/2004 23:35,SURCAL 1,1962-067C,27/06/1963 13:22,15.78769845,0.0209551,70.2386,169.1259,250.2241,107.5094,2691,0.0,0.0269154,0.0,6712.066,91.21,474.583,193.279,PAYLOAD,US,22/09/1962,AFWTR,01/07/1963,1962,67,28/06/1963 02:44,LEO,1,282,MEDIUM
508,0 SURCAL 1A,1 00508U 62067  D 66017.56372585  .10112486 +1146701 +00000-0 0  9997,2 00508 070.2364 054.6811 0068047 086.2438 274.5412 16.24055631154185,15/08/2004 23:35,SURCAL 1A,1962-067D,17/01/1966 13:31,16.24055631,0.0068047,70.2364,54.6811,86.2438,274.5412,15418,0.0,0.10112486,1.1467,6586.704,88.666,253.39,163.749,PAYLOAD,US,24/09/1962,AFWTR,18/01/1966,1962,67,18/01/1966 03:03,LEO,1,1212,MEDIUM
509,0 TRANSIT 5A,1 00509U 62071A   86267.45361516  .06528035 -33192-5 +19411-2 0  9991,2 00509 090.5517 138.3899 0005024 218.8540 142.9120 16.27198475280664,16/08/2004 23:23,TRANSIT 5A,1962-071A,24/09/1986 10:53,16.27198475,0.0005024,90.5517,138.3899,218.854,142.912,28066,0.0019411,0.06528035,-3.32e-06,6578.22,88.495,203.39,196.78,PAYLOAD,US,19/12/1962,AFWTR,25/09/1986,1962,71,24/09/1986 21:46,LEO,1,8681,MEDIUM
510,0 THOR AGENA B DEB,1 00510U 62049C   25193.57271150  .00000071  00000-0  70262-4 0  9994,2 00510  80.5157 300.2504 0014865 247.3302 136.0128 13.70015873136166,12/07/2025 17:51,THOR AGENA B DEB,1962-049C,12/07/2025 13:44,13.70015873,0.0014865,80.5157,300.2504,247.3302,136.0128,13616,7.03e-05,7.1e-07,0.0,7377.651,105.108,1010.483,988.549,DEBRIS,US,29/09/1962,AFWTR,,1962,49,13/07/2025 03:29,LEO,0,22933,SMALL
511,0 THOR AGENA B DEB,1 00511U 62049D   25193.40168446  .00000045  00000-0  42089-4 0  9997,2 00511  80.4276 168.8919 0032308 129.4283  28.3595 13.68513461133101,12/07/2025 17:51,THOR AGENA B DEB,1962-049D,12/07/2025 09:38,13.68513461,0.0032308,80.4276,168.8919,129.4283,28.3595,13310,4.21e-05,4.5e-07,0.0,7383.05,105.224,1028.768,981.062,DEBRIS,US,29/09/1962,AFWTR,,1962,49,12/07/2025 19:16,LEO,0,22933,SMALL
512,0 SPUTNIK 22 DEB,1 00512U 62057  Z 62352.99667139  .00978984 +00000-0 +00000-0 0  9991,2 00512 064.9224 149.5713 0200693 322.2646 036.3445 15.88301473008342,15/08/2004 23:35,SPUTNIK 22 DEB,1962-057Z,18/12/1962 23:55,15.88301473,0.0200693,64.9224,149.5713,322.2646,36.3445,834,0.0,0.00978984,0.0,6685.185,90.662,441.217,172.883,DEBRIS,CIS,23/08/1962,TTMTR,31/12/1962,1962,57,19/12/1962 23:50,LEO,1,130,SMALL
513,0 CALSPHERE 1A,1 00513U 62067  E 67036.05141596  .05692993 +00000-0 +00000-0 0  9996,2 00513 070.1559 047.4485 0043492 351.4613 008.5750 16.31733914204510,15/08/2004 23:35,CALSPHERE 1A,1962-067E,05/02/1967 01:14,16.31733914,0.0043492,70.1559,47.4485,351.4613,8.575,20451,0.0,0.05692993,0.0,6566.025,88.249,216.447,159.333,PAYLOAD,US,26/09/1962,AFWTR,05/02/1967,1962,67,05/02/1967 02:28,LEO,1,1593,MEDIUM
514,0 SCOUT X-3 DEB,1 00514U 62071  B 69109.29886605  .02837962 +00000-0 +00000-0 0  9992,2 00514 090.5963 024.8933 0000010 359.9999 000.1164 15.95132110342961,15/08/2004 23:36,SCOUT X-3 DEB,1962-071B,19/04/1969 07:10,15.9513211,1e-06,90.5963,24.8933,359.9999,0.1164,34296,0.0,0.02837962,0.0,6666.087,90.274,287.959,287.945,DEBRIS,US,02/10/1962,AFWTR,22/04/1969,1962,71,19/04/1969 14:20,LEO,1,2394,SMALL
515,0 DELTA 1 R/B,1 00515U 62068B   25193.01984848 -.00000016  00000-0  00000-0 0  9993,2 00515  47.5199  73.8670 2832811 225.8346 107.1790  7.79261161781331,12/07/2025 17:51,DELTA 1 R/B,1962-068B,12/07/2025 00:28,7.79261161,0.2832811,47.5199,73.867,225.8346,107.179,78133,0.0,-1.6e-07,0.0,10746.816,184.79,7413.051,1324.311,ROCKET BODY,US,13/12/1962,AFETR,,1962,68,12/07/2025 00:57,MEO,0,22858,LARGE
516,0 THOR ABLESTAR DEB,1 00516U 61015FT  25193.55460833  .00000134  00000-0  16303-3 0  9993,2 00516  65.9954 286.1737 0087653 318.6272  40.8183 13.92564238241097,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015FT,12/07/2025 13:18,13.92564238,0.0087653,65.9954,286.1737,318.6272,40.8183,24109,0.00016303,1.34e-06,0.0,7297.795,103.406,983.628,855.693,DEBRIS,US,29/06/1961,AFETR,,1961,15,13/07/2025 02:37,LEO,0,23390,SMALL
517,0 COSMOS 12,1 00517U 62072  A 62358.20781538  .00094634 +00000-0 +00000-0 0  9994,2 00517 064.9246 260.8351 0140858 052.4078 308.8629 15.93082321000294,15/08/2004 23:35,COSMOS 12,1962-072A,24/12/1962 04:59,15.93082321,0.0140858,64.9246,260.8351,52.4078,308.8629,29,0.0,0.00094634,0.0,6671.804,90.39,387.647,199.691,PAYLOAD,CIS,04/10/1962,PKMTR,30/12/1962,1962,72,24/12/1962 09:58,LEO,1,87,MEDIUM
518,0 SL-3 R/B,1 00518U 62072  B 63021.88744187  .02722228 +00000-0 +00000-0 0  9995,2 00518 064.8714 155.7681 0029978 077.5243 282.8138 16.35235024004896,15/08/2004 23:35,SL-3 R/B,1962-072B,21/01/1963 21:17,16.35235024,0.0029978,64.8714,155.7681,77.5243,282.8138,489,0.0,0.02722228,0.0,6556.649,88.06,198.17,158.859,ROCKET BODY,CIS,06/10/1962,PKMTR,22/01/1963,1962,72,22/01/1963 18:35,LEO,1,108,LARGE
519,0 SCOUT X-3 R/B,1 00519U 62071C   89294.53471175  .52388650 +32816-5 +46511-2 0  9997,2 00519 090.5913 229.7704 0009182 131.4432 228.9313 16.39184802443655,17/08/2004 14:36,SCOUT X-3 R/B,1962-071C,21/10/1989 12:49,16.39184802,0.0009182,90.5913,229.7704,131.4432,228.9313,44365,0.0046511,0.5238865,3.28e-06,6546.113,87.848,173.988,161.967,ROCKET BODY,US,19/12/1962,AFWTR,21/10/1989,1962,71,22/10/1989 01:39,LEO,1,9803,LARGE
520,0 THOR AGENA D R/B,1 00520U 62067  F 68083.85352376  .06736819 +00000-0 +00000-0 0  9992,2 00520 070.1878 019.1292 0032124 223.8404 136.0160 16.37533341257635,15/08/2004 23:36,THOR AGENA D R/B,1962-067F,23/03/1968 20:29,16.37533341,0.0032124,70.1878,19.1292,223.8404,136.016,25763,0.0,0.06736819,0.0,6550.513,87.937,193.421,151.335,ROCKET BODY,US,28/09/1962,AFWTR,24/03/1968,1962,67,24/03/1968 16:58,LEO,1,2004,LARGE
521,0 SPUTNIK 25,1 00521U 63001  A 63004.78896185  .10773579 +00000-0 +00000-0 0  9992,2 00521 064.6344 269.9540 0000000 021.8112 338.1901 16.45116415000073,15/08/2004 23:35,SPUTNIK 25,1963-001A,04/01/1963 18:56,16.45116415,0.0,64.6344,269.954,21.8112,338.1901,7,0.0,0.10773579,0.0,6530.368,87.531,152.233,152.233,PAYLOAD,CIS,03/01/1963,TTMTR,05/01/1963,1963,1,05/01/1963 13:52,LEO,1,2,MEDIUM
522,0 SPUTNIK 25 DEB,1 00522U 63001  B 63009.08457732  .01348101 +00000-0 +00000-0 0  9991,2 00522 064.7474 253.0852 0000315 022.1003 337.8996 16.36765978000772,15/08/2004 23:35,SPUTNIK 25 DEB,1963-001B,09/01/1963 02:01,16.36765978,3.15e-05,64.7474,253.0852,22.1003,337.8996,77,0.0,0.01348101,0.0,6552.56,87.978,174.632,174.219,DEBRIS,CIS,05/01/1963,TTMTR,11/01/1963,1963,1,09/01/1963 04:03,LEO,1,6,SMALL
523,0 SCOUT X-3 DEB (YO),1 00523U 62071  D 80333.12413550  .07807957 +00000-0 +11328-1 0  9993,2 00523 090.4170 200.6518 0012769 087.6552 272.6328 15.93161822951488,15/08/2004 23:45,SCOUT X-3 DEB (YO),1962-071D,28/11/1980 02:58,15.93161822,0.0012769,90.417,200.6518,87.6552,272.6328,95148,0.011328,0.07807957,0.0,6671.582,90.386,301.966,284.928,DEBRIS,US,19/12/1962,AFWTR,30/11/1980,1962,71,28/11/1980 05:57,LEO,1,6556,SMALL
524,0 SPUTNIK 25 DEB,1 00524U 63001  C 63010.19955491  .00638899 +00000-0 +00000-0 0  9997,2 00524 064.7261 248.7881 0042785 000.6384 359.3678 16.30490715000955,15/08/2004 23:35,SPUTNIK 25 DEB,1963-001C,10/01/1963 04:47,16.30490715,0.0042785,64.7261,248.7881,0.6384,359.3678,95,0.0,0.00638899,0.0,6569.362,88.316,219.334,163.12,DEBRIS,CIS,07/01/1963,TTMTR,11/01/1963,1963,1,10/01/1963 09:34,LEO,1,4,SMALL
525,0 FTV 1157,1 00525U 63002  A 63021.40465330  .02365339 +37140-8 +00000-0 0  9994,2 00525 082.1863 114.3740 0069924 126.0046 234.7327 16.23369720002178,15/08/2004 23:35,FTV 1157,1963-002A,21/01/1963 09:42,16.2336972,0.0069924,82.1863,114.374,126.0046,234.7327,217,0.0,0.02365339,3.71e-09,6588.559,88.704,256.494,164.354,PAYLOAD,US,09/01/1963,AFWTR,24/01/1963,1963,2,21/01/1963 19:25,LEO,1,15,MEDIUM
526,0 FTV 1157 DEB,1 00526U 63002  B 63014.09458119  .03375756 +15695-1 +00000-0 0  9998,2 00526 082.2318 122.7763 0054506 158.6213 201.7175 16.21333173001007,15/08/2004 23:35,FTV 1157 DEB,1963-002B,14/01/1963 02:16,16.21333173,0.0054506,82.2318,122.7763,158.6213,201.7175,100,0.0,0.03375756,0.015695,6594.075,88.815,251.882,179.999,DEBRIS,US,11/01/1963,AFWTR,16/01/1963,1963,2,14/01/1963 04:32,LEO,1,5,SMALL
527,0 FTV 2313,1 00527U 63003  A 69008.53073370  .03844437 +00000-0 +00000-0 0  9990,2 00527 081.8773 280.3308 0000000 000.0000 000.1170 16.32827153334540,15/08/2004 23:36,FTV 2313,1963-003A,08/01/1969 12:44,16.32827153,0.0,81.8773,280.3308,0.0,0.117,33454,0.0,0.03844437,0.0,6563.094,88.19,184.959,184.959,PAYLOAD,US,13/01/1963,AFWTR,09/01/1969,1963,3,09/01/1969 01:28,LEO,1,2188,MEDIUM
528,0 FTV 2313 DEB,1 00528U 63003  B 63300.61129783  .00686563 +00000-0 +00000-0 0  9990,2 00528 081.8615 198.5261 0017147 104.7477 255.4423 15.74901460043614,15/08/2004 23:35,FTV 2313 DEB,1963-003B,27/10/1963 14:40,15.7490146,0.0017147,81.8615,198.5261,104.7477,255.4423,4361,0.0,0.00686563,0.0,6723.052,91.434,356.445,333.389,DEBRIS,US,15/01/1963,AFWTR,08/11/1963,1963,3,28/10/1963 05:20,LEO,1,297,SMALL
529,0 FTV 2313 DEB,1 00529U 63003  C 63364.47617411  .04059205 +00000-0 +00000-0 0  9996,2 00529 081.8215 128.5933 0014092 332.9507 026.9795 16.09825765053419,15/08/2004 23:35,FTV 2313 DEB,1963-003C,30/12/1963 11:25,16.09825765,0.0014092,81.8215,128.5933,332.9507,26.9795,5341,0.0,0.04059205,0.0,6625.462,89.45,256.664,237.99,DEBRIS,US,17/01/1963,AFWTR,31/12/1963,1963,3,30/12/1963 22:51,LEO,1,348,SMALL
530,0 THOR ABLESTAR DEB,1 00530U 61015FU  25193.42063793  .00000096  00000-0  11672-3 0  9990,2 00530  66.8797  86.0884 0073665  51.4213 309.3439 13.99263718260086,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015FU,12/07/2025 10:05,13.99263718,0.0073665,66.8797,86.0884,51.4213,309.3439,26008,0.00011672,9.6e-07,0.0,7274.483,102.911,949.935,842.76,DEBRIS,US,29/06/1961,AFETR,,1961,15,12/07/2025 20:11,LEO,0,23390,SMALL
531,0 THOR ABLESTAR DEB,1 00531U 61015 FV 71104.25703410  .07333922 +00000-0 +00000-0 0  9996,2 00531 066.0002 192.3903 0000010 167.6095 192.5043 16.24912236518450,15/08/2004 23:38,THOR ABLESTAR DEB,1961-015FV,14/04/1971 06:10,16.24912236,1e-06,66.0002,192.3903,167.6095,192.5043,51845,0.0,0.07333922,0.0,6584.389,88.62,206.261,206.247,DEBRIS,US,13/04/1961,AFWTR,15/04/1971,1961,15,14/04/1971 12:20,LEO,1,3654,SMALL
532,0 DELTA 1 R/B,1 00532U 63004  B 81296.28545177  .05785593 -58869-5 +39821-2 0  9997,2 00532 032.5458 357.8499 0885271 041.5191 331.9463 14.29095135049164,16/08/2004 23:12,DELTA 1 R/B,1963-004B,23/10/1981 06:51,14.29095135,0.0885271,32.5458,357.8499,41.5191,331.9463,4916,0.0039821,0.05785593,-5.89e-06,7172.898,100.763,1429.759,159.767,ROCKET BODY,US,14/02/1963,AFETR,02/11/1981,1963,4,23/10/1981 13:42,LEO,1,6836,LARGE
533,0 FTV 0240,1 00533U 63005  A 79360.63131067  .10182025 +22243-4 +18210-3 0  9998,2 00533 100.4109 007.8304 0011428 216.9957 143.0545 16.40128746919319,15/08/2004 23:41,FTV 0240,1963-005A,26/12/1979 15:09,16.40128746,0.0011428,100.4109,7.8304,216.9957,143.0545,91931,0.0001821,0.10182025,2.22e-05,6543.601,87.797,172.944,157.988,PAYLOAD,US,19/02/1963,AFWTR,27/12/1979,1963,5,27/12/1979 06:18,LEO,1,6155,MEDIUM
534,0 SCOUT X-3M R/B,1 00534U 63005  B 84149.57577733  .06275040 +22118-4 +45454-3 0  9993,2 00534 100.4117 346.1016 0010029 270.5633 089.6058 16.40391583159873,16/08/2004 23:16,SCOUT X-3M R/B,1963-005B,28/05/1984 13:49,16.40391583,0.0010029,100.4117,346.1016,270.5633,89.6058,15987,0.00045454,0.0627504,2.21e-05,6542.902,87.783,171.329,158.205,ROCKET BODY,US,19/02/1963,AFWTR,29/05/1984,1963,5,29/05/1984 03:38,LEO,1,7770,LARGE
535,0 SCOUT X-3M DEB,1 00535U 63005  C 69177.35289052  .02303461 +00000-0 +00000-0 0  9990,2 00535 100.3581 325.5523 0022260 316.1332 043.8052 16.14925391347275,15/08/2004 23:36,SCOUT X-3M DEB,1963-005C,26/06/1969 08:28,16.14925391,0.002226,100.3581,325.5523,316.1332,43.8052,34727,0.0,0.02303461,0.0,6611.507,89.168,248.089,218.655,DEBRIS,US,19/01/1963,AFWTR,29/06/1969,1963,5,26/06/1969 16:56,LEO,1,2353,SMALL
536,0 SCOUT X-3M DEB,1 00536U 63005  D 78111.94917271  .00326990 +00000-0 +00000-0 0  9995,2 00536 100.4715 270.3548 0021521 282.6332 077.2462 15.71664524827141,15/08/2004 23:41,SCOUT X-3M DEB,1963-005D,21/04/1978 22:46,15.71664524,0.0021521,100.4715,270.3548,282.6332,77.2462,82714,0.0,0.0032699,0.0,6732.28,91.622,368.634,339.657,DEBRIS,US,19/02/1963,AFWTR,18/07/1978,1963,5,22/04/1978 21:33,LEO,1,5628,SMALL
537,0 THOR ABLESTAR DEB,1 00537U 61015FW  25193.59954027  .00000234  00000-0  33829-3 0  9996,2 00537  67.2246 178.5260 0174034 187.9445 288.4705 13.64740925968918,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015FW,12/07/2025 14:23,13.64740925,0.0174034,67.2246,178.526,187.9445,288.4705,96891,0.00033829,2.34e-06,0.0,7396.649,105.515,1147.241,889.788,DEBRIS,US,29/06/1961,AFETR,,1961,15,13/07/2025 04:46,LEO,0,23390,SMALL
538,0 THOR ABLESTAR DEB,1 00538U 61015FX  25193.26959623  .00003137  00000-0  65059-3 0  9993,2 00538  67.8049 137.8947 0010859 263.3216  96.6672 14.61362106313864,12/07/2025 17:51,THOR ABLESTAR DEB,1961-015FX,12/07/2025 06:28,14.61362106,0.0010859,67.8049,137.8947,263.3216,96.6672,31386,0.00065059,3.14e-05,0.0,7066.916,98.538,696.455,681.107,DEBRIS,US,29/06/1961,AFETR,,1961,15,12/07/2025 12:56,LEO,0,23390,SMALL
539,0 THOR ABLESTAR DEB,1 00539U 61015 FY 91055.10247182 -.23002398 +8714001 +37618-1 0  9999,2 00539 066.9065 057.9749 0018877 144.1021 221.2539 16.05283545507506,09/06/2005 11:44,THOR ABLESTAR DEB,1961-015FY,24/02/1991 02:27,16.05283545,0.0018877,66.9065,57.9749,144.1021,221.2539,50750,0.037618,-0.23002398,8.714,6637.954,89.703,272.35,247.289,DEBRIS,US,29/06/1961,AFETR,24/02/1991,1961,15,24/02/1991 04:55,LEO,1,10832,SMALL
540,0 THOR ABLESTAR DEB,1 00540U 61015 FZ 91231.85539049  .88227686 +00000-0 +54063-1 0  9997,2 00540 066.7909 357.6200 0029299 302.5609 057.4521 15.84904372527929,09/06/2005 11:44,THOR ABLESTAR DEB,1961-015FZ,19/08/1991 20:31,15.84904372,0.0029299,66.7909,357.62,302.5609,57.4521,52792,0.054063,0.88227686,0.0,6694.735,90.857,336.215,296.985,DEBRIS,US,29/06/1961,AFETR,20/08/1991,1961,15,20/08/1991 17:03,LEO,1,11009,SMALL
