order_id,order_date,product,product_category,perishable,supplier,supplier_region,quantity_kg,price_per_kg,total_value_zar,promised_days,actual_days,delay_days,expected_delivery_date,actual_delivery_date,on_time
ORD-20626,2022-08-10,Spinach,Veg,True,Supplier_B,Eastern Cape,133,16.53,2198.49,5,8,3,2022-08-15,2022-08-18,0
ORD-20627,2023-01-18,Herbs,Herb,True,Supplier_A,Gauteng,417,29.89,12464.13,2,5,3,2023-01-20,2023-01-23,0
ORD-20628,2024-05-30,Avocados,Fruit,True,Supplier_O,Gauteng,179,74.92,13410.68,4,3,-1,2024-06-03,2024-06-02,1
ORD-20629,2023-08-15,Cauliflower,Veg,True,Supplier_A,Gauteng,393,9.29,3650.97,4,5,1,2023-08-19,2023-08-20,0
ORD-20630,2022-01-07,Cauliflower,Veg,True,Supplier_M,Eastern Cape,86,18.42,1584.12,5,11,6,2022-01-12,2022-01-18,0
ORD-20631,2022-09-29,Beetroot,Root,False,Supplier_G,KwaZulu-Natal,110,13.5,1485.0,2,2,0,2022-10-01,2022-10-01,1
ORD-20632,2024-01-09,Papayas,Fruit,True,Supplier_B,Eastern Cape,614,29.3,17990.2,4,10,6,2024-01-13,2024-01-19,0
ORD-20633,2022-01-16,Onions,Root,False,Supplier_C,Gauteng,815,7.84,6389.6,5,10,5,2022-01-21,2022-01-26,0
ORD-20634,2023-02-28,Herbs,Herb,True,Supplier_I,KwaZulu-Natal,314,28.51,8952.14,2,13,11,2023-03-02,2023-03-13,0
ORD-20635,2023-06-08,Apples,Fruit,False,Supplier_B,Eastern Cape,489,20.24,9897.36,3,4,1,2023-06-11,2023-06-12,0
ORD-20636,2024-03-13,Carrots,Root,False,Supplier_C,Gauteng,32,11.16,357.12,6,13,7,2024-03-19,2024-03-26,0
ORD-20637,2024-01-23,Bananas,Fruit,True,Supplier_K,KwaZulu-Natal,77,9.61,739.97,2,5,3,2024-01-25,2024-01-28,0
ORD-20638,2022-01-21,Herbs,Herb,True,Supplier_L,Gauteng,337,34.21,11528.77,4,5,1,2022-01-25,2022-01-26,0
ORD-20639,2023-11-21,Avocados,Fruit,True,Supplier_K,KwaZulu-Natal,493,39.95,19695.35,6,9,3,2023-11-27,2023-11-30,0
ORD-20640,2022-08-16,Tomatoes,Veg,True,Supplier_H,KwaZulu-Natal,281,12.22,3433.82,6,6,0,2022-08-22,2022-08-22,1
ORD-20641,2024-02-24,Oranges,Fruit,False,Supplier_L,Gauteng,240,19.05,4572.0,5,7,2,2024-02-29,2024-03-02,0
ORD-20642,2022-10-15,Mangoes,Fruit,False,Supplier_C,Gauteng,199,23.29,4634.71,6,8,2,2022-10-21,2022-10-23,0
ORD-20643,2024-03-19,Pineapples,Fruit,False,Supplier_D,Western Cape,537,24.21,13000.77,3,6,3,2024-03-22,2024-03-25,0
ORD-20644,2022-05-14,Cucumbers,Veg,True,Supplier_A,Gauteng,194,13.77,2671.38,5,14,9,2022-05-19,2022-05-28,0
ORD-20645,2022-10-10,Pineapples,Fruit,False,Supplier_O,Gauteng,380,29.95,11381.0,5,12,7,2022-10-15,2022-10-22,0
ORD-20646,2023-02-08,Onions,Root,False,Supplier_J,Mpumalanga,421,8.13,3422.73,5,9,4,2023-02-13,2023-02-17,0
ORD-20647,2023-10-27,Oranges,Fruit,False,Supplier_H,KwaZulu-Natal,310,17.68,5480.8,3,4,1,2023-10-30,2023-10-31,0
ORD-20648,2022-03-07,Papayas,Fruit,True,Supplier_D,Western Cape,117,32.76,3832.92,6,8,2,2022-03-13,2022-03-15,0
ORD-20649,2023-10-11,Lettuce,Veg,True,Supplier_G,KwaZulu-Natal,250,10.99,2747.5,6,7,1,2023-10-17,2023-10-18,0
ORD-20650,2023-08-27,Oranges,Fruit,False,Supplier_J,Mpumalanga,509,15.84,8062.56,2,6,4,2023-08-29,2023-09-02,0
ORD-20651,2023-03-13,Peppers,Veg,True,Supplier_D,Western Cape,196,18.98,3720.08,3,17,14,2023-03-16,2023-03-30,0
ORD-20652,2024-04-08,Pineapples,Fruit,False,Supplier_E,Western Cape,430,29.64,12745.2,2,11,9,2024-04-10,2024-04-19,0
ORD-20653,2022-09-16,Beetroot,Root,False,Supplier_C,Gauteng,329,10.07,3313.03,3,4,1,2022-09-19,2022-09-20,0
ORD-20654,2022-04-13,Peppers,Veg,True,Supplier_J,Mpumalanga,288,20.13,5797.44,4,7,3,2022-04-17,2022-04-20,0
ORD-20655,2023-07-21,Cucumbers,Veg,True,Supplier_O,Gauteng,280,14.51,4062.8,5,5,0,2023-07-26,2023-07-26,1
ORD-20656,2024-02-08,Herbs,Herb,True,Supplier_E,Western Cape,320,32.54,10412.8,2,4,2,2024-02-10,2024-02-12,0
ORD-20657,2022-04-11,Onions,Root,False,Supplier_D,Western Cape,268,8.01,2146.68,3,6,3,2022-04-14,2022-04-17,0
ORD-20658,2022-07-17,Ginger,Root,False,Supplier_N,Gauteng,362,50.77,18378.74,4,7,3,2022-07-21,2022-07-24,0
ORD-20659,2024-03-23,Avocados,Fruit,True,Supplier_L,Gauteng,338,54.4,18387.2,6,9,3,2024-03-29,2024-04-01,0
ORD-20660,2022-08-14,Cucumbers,Veg,True,Supplier_E,Western Cape,555,23.43,13003.65,6,12,6,2022-08-20,2022-08-26,0
ORD-20661,2023-04-08,Ginger,Root,False,Supplier_H,KwaZulu-Natal,569,43.58,24797.02,5,14,9,2023-04-13,2023-04-22,0
ORD-20662,2022-08-25,Tomatoes,Veg,True,Supplier_B,Eastern Cape,522,13.64,7120.08,4,8,4,2022-08-29,2022-09-02,0
ORD-20663,2022-01-26,Peppers,Veg,True,Supplier_J,Mpumalanga,522,20.6,10753.2,6,8,2,2022-02-01,2022-02-03,0
ORD-20664,2022-05-01,Oranges,Fruit,False,Supplier_L,Gauteng,269,16.04,4314.76,5,5,0,2022-05-06,2022-05-06,1
ORD-20665,2024-06-28,Onions,Root,False,Supplier_L,Gauteng,112,8.93,1000.16,3,5,2,2024-07-01,2024-07-03,0
ORD-20666,2023-05-21,Mangoes,Fruit,False,Supplier_J,Mpumalanga,85,27.18,2310.3,6,9,3,2023-05-27,2023-05-30,0
ORD-20667,2022-07-01,Bananas,Fruit,True,Supplier_N,Gauteng,329,11.02,3625.58,3,3,0,2022-07-04,2022-07-04,1
ORD-20668,2023-12-12,Herbs,Herb,True,Supplier_B,Eastern Cape,165,38.56,6362.4,4,7,3,2023-12-16,2023-12-19,0
ORD-20669,2024-03-24,Apples,Fruit,False,Supplier_C,Gauteng,201,18.15,3648.15,3,5,2,2024-03-27,2024-03-29,0
ORD-20670,2024-02-06,Lettuce,Veg,True,Supplier_D,Western Cape,544,6.55,3563.2,3,7,4,2024-02-09,2024-02-13,0
ORD-20671,2023-09-26,Apples,Fruit,False,Supplier_L,Gauteng,148,19.7,2915.6,4,5,1,2023-09-30,2023-10-01,0
ORD-20672,2023-06-27,Lettuce,Veg,True,Supplier_L,Gauteng,274,10.66,2920.84,2,2,0,2023-06-29,2023-06-29,1
ORD-20673,2022-11-11,Spinach,Veg,True,Supplier_K,KwaZulu-Natal,254,15.22,3865.88,5,3,-2,2022-11-16,2022-11-14,1
ORD-20674,2024-03-07,Peppers,Veg,True,Supplier_C,Gauteng,512,20.34,10414.08,6,12,6,2024-03-13,2024-03-19,0
ORD-20675,2023-09-10,Oranges,Fruit,False,Supplier_E,Western Cape,52,23.56,1225.12,3,6,3,2023-09-13,2023-09-16,0
ORD-20676,2024-01-06,Avocados,Fruit,True,Supplier_J,Mpumalanga,275,42.22,11610.5,6,13,7,2024-01-12,2024-01-19,0
ORD-20677,2022-09-30,Tomatoes,Veg,True,Supplier_K,KwaZulu-Natal,223,14.38,3206.74,4,4,0,2022-10-04,2022-10-04,1
ORD-20678,2024-06-28,Oranges,Fruit,False,Supplier_L,Gauteng,273,11.37,3104.01,4,6,2,2024-07-02,2024-07-04,0
ORD-20679,2022-08-20,Avocados,Fruit,True,Supplier_N,Gauteng,267,41.33,11035.11,3,5,2,2022-08-23,2022-08-25,0
ORD-20680,2023-02-24,Tomatoes,Veg,True,Supplier_G,KwaZulu-Natal,311,9.47,2945.17,3,4,1,2023-02-27,2023-02-28,0
ORD-20681,2024-02-07,Avocados,Fruit,True,Supplier_F,Mpumalanga,315,25.24,7950.6,5,8,3,2024-02-12,2024-02-15,0
ORD-20682,2023-03-18,Oranges,Fruit,False,Supplier_H,KwaZulu-Natal,167,18.97,3167.99,2,4,2,2023-03-20,2023-03-22,0
ORD-20683,2023-05-11,Mangoes,Fruit,False,Supplier_C,Gauteng,635,23.34,14820.9,4,6,2,2023-05-15,2023-05-17,0
ORD-20684,2022-01-24,Avocados,Fruit,True,Supplier_N,Gauteng,419,32.17,13479.23,6,8,2,2022-01-30,2022-02-01,0
ORD-20685,2022-04-19,Beetroot,Root,False,Supplier_F,Mpumalanga,446,9.73,4339.58,4,6,2,2022-04-23,2022-04-25,0
ORD-20686,2023-12-04,Cucumbers,Veg,True,Supplier_G,KwaZulu-Natal,633,9.22,5836.26,2,5,3,2023-12-06,2023-12-09,0
ORD-20687,2023-05-17,Pineapples,Fruit,False,Supplier_K,KwaZulu-Natal,164,34.72,5694.08,4,5,1,2023-05-21,2023-05-22,0
ORD-20688,2024-05-08,Onions,Root,False,Supplier_H,KwaZulu-Natal,507,7.92,4015.44,5,7,2,2024-05-13,2024-05-15,0
ORD-20689,2022-01-25,Oranges,Fruit,False,Supplier_N,Gauteng,93,21.26,1977.18,4,4,0,2022-01-29,2022-01-29,1
ORD-20690,2022-07-06,Mangoes,Fruit,False,Supplier_D,Western Cape,538,21.18,11394.84,2,7,5,2022-07-08,2022-07-13,0
ORD-20691,2022-10-15,Peppers,Veg,True,Supplier_F,Mpumalanga,77,13.94,1073.38,5,16,11,2022-10-20,2022-10-31,0
ORD-20692,2023-09-20,Oranges,Fruit,False,Supplier_N,Gauteng,583,15.86,9246.38,2,3,1,2023-09-22,2023-09-23,0
ORD-20693,2022-12-04,Apples,Fruit,False,Supplier_H,KwaZulu-Natal,818,19.13,15648.34,4,8,4,2022-12-08,2022-12-12,0
ORD-20694,2024-05-27,Cauliflower,Veg,True,Supplier_E,Western Cape,386,15.42,5952.12,6,9,3,2024-06-02,2024-06-05,0
ORD-20695,2022-02-06,Cucumbers,Veg,True,Supplier_A,Gauteng,219,13.33,2919.27,2,5,3,2022-02-08,2022-02-11,0
ORD-20696,2024-03-04,Onions,Root,False,Supplier_A,Gauteng,249,9.33,2323.17,4,5,1,2024-03-08,2024-03-09,0
ORD-20697,2022-05-17,Cucumbers,Veg,True,Supplier_H,KwaZulu-Natal,371,12.71,4715.41,4,8,4,2022-05-21,2022-05-25,0
ORD-20698,2023-05-23,Bananas,Fruit,True,Supplier_A,Gauteng,388,11.32,4392.16,2,13,11,2023-05-25,2023-06-05,0
ORD-20699,2022-08-15,Lettuce,Veg,True,Supplier_L,Gauteng,503,9.86,4959.58,2,7,5,2022-08-17,2022-08-22,0
ORD-20700,2022-11-16,Broccoli,Veg,True,Supplier_I,KwaZulu-Natal,738,14.36,10597.68,6,8,2,2022-11-22,2022-11-24,0
ORD-20701,2024-04-19,Potatoes,Root,False,Supplier_D,Western Cape,223,6.71,1496.33,2,5,3,2024-04-21,2024-04-24,0
ORD-20702,2022-07-01,Cucumbers,Veg,True,Supplier_B,Eastern Cape,89,16.63,1480.07,2,5,3,2022-07-03,2022-07-06,0
ORD-20703,2024-05-23,Potatoes,Root,False,Supplier_C,Gauteng,214,5.76,1232.64,4,6,2,2024-05-27,2024-05-29,0
ORD-20704,2022-03-27,Potatoes,Root,False,Supplier_E,Western Cape,89,8.34,742.26,4,8,4,2022-03-31,2022-04-04,0
ORD-20705,2023-04-12,Bananas,Fruit,True,Supplier_G,KwaZulu-Natal,1152,6.59,7591.68,3,3,0,2023-04-15,2023-04-15,1
ORD-20706,2022-02-22,Tomatoes,Veg,True,Supplier_H,KwaZulu-Natal,579,7.66,4435.14,4,7,3,2022-02-26,2022-03-01,0
ORD-20707,2024-05-09,Pineapples,Fruit,False,Supplier_B,Eastern Cape,627,26.24,16452.48,2,5,3,2024-05-11,2024-05-14,0
ORD-20708,2024-05-16,Herbs,Herb,True,Supplier_H,KwaZulu-Natal,168,45.56,7654.08,3,4,1,2024-05-19,2024-05-20,0
ORD-20709,2022-08-23,Beetroot,Root,False,Supplier_E,Western Cape,34,13.82,469.88,2,4,2,2022-08-25,2022-08-27,0
ORD-20710,2024-02-18,Apples,Fruit,False,Supplier_H,KwaZulu-Natal,199,21.49,4276.51,6,10,4,2024-02-24,2024-02-28,0
ORD-20711,2024-03-09,Oranges,Fruit,False,Supplier_L,Gauteng,320,35.31,11299.2,6,10,4,2024-03-15,2024-03-19,0
ORD-20712,2023-03-09,Onions,Root,False,Supplier_N,Gauteng,267,9.22,2461.74,3,5,2,2023-03-12,2023-03-14,0
ORD-20713,2023-05-11,Cauliflower,Veg,True,Supplier_G,KwaZulu-Natal,303,15.08,4569.24,6,26,20,2023-05-17,2023-06-06,0
ORD-20714,2022-04-10,Onions,Root,False,Supplier_C,Gauteng,288,8.71,2508.48,4,7,3,2022-04-14,2022-04-17,0
ORD-20715,2023-08-22,Cauliflower,Veg,True,Supplier_D,Western Cape,144,11.1,1598.4,5,11,6,2023-08-27,2023-09-02,0
ORD-20716,2023-02-07,Broccoli,Veg,True,Supplier_O,Gauteng,256,15.19,3888.64,2,1,-2,2023-02-09,2023-02-08,1
ORD-20717,2023-01-31,Mangoes,Fruit,False,Supplier_A,Gauteng,303,16.06,4866.18,6,14,8,2023-02-06,2023-02-14,0
ORD-20718,2023-06-11,Apples,Fruit,False,Supplier_K,KwaZulu-Natal,115,24.49,2816.35,3,4,1,2023-06-14,2023-06-15,0
ORD-20719,2023-02-19,Cauliflower,Veg,True,Supplier_G,KwaZulu-Natal,66,17.5,1155.0,2,5,3,2023-02-21,2023-02-24,0
ORD-20720,2023-09-05,Apples,Fruit,False,Supplier_I,KwaZulu-Natal,198,19.74,3908.52,3,4,1,2023-09-08,2023-09-09,0
ORD-20721,2023-11-08,Pineapples,Fruit,False,Supplier_K,KwaZulu-Natal,473,30.51,14431.23,6,18,12,2023-11-14,2023-11-26,0
ORD-20722,2023-04-08,Mangoes,Fruit,False,Supplier_B,Eastern Cape,319,21.9,6986.1,4,6,2,2023-04-12,2023-04-14,0
ORD-20723,2023-06-25,Onions,Root,False,Supplier_L,Gauteng,407,9.07,3691.49,5,9,4,2023-06-30,2023-07-04,0
ORD-20724,2023-09-18,Beetroot,Root,False,Supplier_I,KwaZulu-Natal,830,10.66,8847.8,6,8,2,2023-09-24,2023-09-26,0
ORD-20725,2023-09-11,Onions,Root,False,Supplier_L,Gauteng,351,5.68,1993.68,2,4,2,2023-09-13,2023-09-15,0
ORD-20726,2022-12-30,Avocados,Fruit,True,Supplier_E,Western Cape,205,40.65,8333.25,2,8,6,2023-01-01,2023-01-07,0
ORD-20727,2022-05-10,Pineapples,Fruit,False,Supplier_M,Eastern Cape,52,35.53,1847.56,2,5,3,2022-05-12,2022-05-15,0
ORD-20728,2022-03-25,Potatoes,Root,False,Supplier_L,Gauteng,59,7.47,440.73,6,11,5,2022-03-31,2022-04-05,0
ORD-20729,2022-09-28,Peppers,Veg,True,Supplier_A,Gauteng,215,14.66,3151.9,6,7,1,2022-10-04,2022-10-05,0
ORD-20730,2022-09-01,Spinach,Veg,True,Supplier_J,Mpumalanga,223,15.6,3478.8,4,7,3,2022-09-05,2022-09-08,0
ORD-20731,2023-01-23,Avocados,Fruit,True,Supplier_D,Western Cape,306,34.74,10630.44,6,27,21,2023-01-29,2023-02-19,0
ORD-20732,2022-08-02,Potatoes,Root,False,Supplier_E,Western Cape,910,6.54,5951.4,2,7,5,2022-08-04,2022-08-09,0
ORD-20733,2024-03-28,Apples,Fruit,False,Supplier_M,Eastern Cape,731,15.78,11535.18,3,10,7,2024-03-31,2024-04-07,0
ORD-20734,2022-06-15,Papayas,Fruit,True,Supplier_N,Gauteng,154,31.96,4921.84,4,4,0,2022-06-19,2022-06-19,1
ORD-20735,2024-03-01,Ginger,Root,False,Supplier_J,Mpumalanga,141,48.54,6844.14,6,8,2,2024-03-07,2024-03-09,0
ORD-20736,2022-02-28,Pineapples,Fruit,False,Supplier_O,Gauteng,393,21.38,8402.34,6,12,6,2022-03-06,2022-03-12,0
ORD-20737,2023-08-25,Bananas,Fruit,True,Supplier_K,KwaZulu-Natal,308,11.23,3458.84,4,4,0,2023-08-29,2023-08-29,1
ORD-20738,2024-06-01,Cauliflower,Veg,True,Supplier_I,KwaZulu-Natal,326,13.47,4391.22,3,6,3,2024-06-04,2024-06-07,0
ORD-20739,2024-04-22,Tomatoes,Veg,True,Supplier_C,Gauteng,187,14.31,2675.97,6,7,1,2024-04-28,2024-04-29,0
ORD-20740,2023-05-19,Tomatoes,Veg,True,Supplier_F,Mpumalanga,189,13.48,2547.72,2,8,6,2023-05-21,2023-05-27,0
ORD-20741,2023-12-07,Papayas,Fruit,True,Supplier_G,KwaZulu-Natal,365,28.0,10220.0,6,8,2,2023-12-13,2023-12-15,0
ORD-20742,2022-05-03,Herbs,Herb,True,Supplier_F,Mpumalanga,547,33.02,18061.94,3,6,3,2022-05-06,2022-05-09,0
ORD-20743,2023-10-10,Tomatoes,Veg,True,Supplier_H,KwaZulu-Natal,413,11.63,4803.19,4,13,9,2023-10-14,2023-10-23,0
ORD-20744,2023-02-17,Oranges,Fruit,False,Supplier_C,Gauteng,101,26.5,2676.5,3,4,1,2023-02-20,2023-02-21,0
ORD-20745,2022-05-19,Avocados,Fruit,True,Supplier_L,Gauteng,568,35.06,19914.08,3,19,16,2022-05-22,2022-06-07,0
ORD-20746,2022-08-17,Potatoes,Root,False,Supplier_L,Gauteng,259,12.3,3185.7,5,7,2,2022-08-22,2022-08-24,0
ORD-20747,2022-10-01,Cucumbers,Veg,True,Supplier_E,Western Cape,444,10.4,4617.6,5,11,6,2022-10-06,2022-10-12,0
ORD-20748,2023-03-15,Onions,Root,False,Supplier_J,Mpumalanga,170,8.97,1524.9,6,9,3,2023-03-21,2023-03-24,0
ORD-20749,2023-07-16,Oranges,Fruit,False,Supplier_K,KwaZulu-Natal,627,13.36,8376.72,6,8,2,2023-07-22,2023-07-24,0
ORD-20750,2024-06-28,Peppers,Veg,True,Supplier_K,KwaZulu-Natal,117,23.51,2750.67,3,3,0,2024-07-01,2024-07-01,1
ORD-20751,2022-04-28,Ginger,Root,False,Supplier_J,Mpumalanga,459,46.45,21320.55,3,6,3,2022-05-01,2022-05-04,0
ORD-20752,2023-12-15,Herbs,Herb,True,Supplier_F,Mpumalanga,851,41.16,35027.16,4,17,13,2023-12-19,2024-01-01,0
ORD-20753,2024-06-23,Avocados,Fruit,True,Supplier_G,KwaZulu-Natal,155,36.07,5590.85,4,6,2,2024-06-27,2024-06-29,0
ORD-20754,2023-04-28,Cauliflower,Veg,True,Supplier_J,Mpumalanga,356,15.79,5621.24,4,7,3,2023-05-02,2023-05-05,0
ORD-20755,2023-01-30,Oranges,Fruit,False,Supplier_O,Gauteng,479,17.1,8190.9,3,5,2,2023-02-02,2023-02-04,0
ORD-20756,2023-12-04,Apples,Fruit,False,Supplier_F,Mpumalanga,343,21.41,7343.63,2,4,2,2023-12-06,2023-12-08,0
ORD-20757,2024-05-25,Lettuce,Veg,True,Supplier_N,Gauteng,288,10.34,2977.92,4,10,6,2024-05-29,2024-06-04,0
ORD-20758,2023-04-05,Carrots,Root,False,Supplier_F,Mpumalanga,123,9.52,1170.96,3,24,21,2023-04-08,2023-04-29,0
ORD-20759,2024-04-14,Cauliflower,Veg,True,Supplier_M,Eastern Cape,805,15.45,12437.25,3,11,8,2024-04-17,2024-04-25,0
ORD-20760,2023-11-24,Apples,Fruit,False,Supplier_I,KwaZulu-Natal,464,19.12,8871.68,4,6,2,2023-11-28,2023-11-30,0
ORD-20761,2022-03-19,Carrots,Root,False,Supplier_H,KwaZulu-Natal,121,11.39,1378.19,4,5,1,2022-03-23,2022-03-24,0
ORD-20762,2023-02-16,Apples,Fruit,False,Supplier_G,KwaZulu-Natal,349,16.54,5772.46,3,14,11,2023-02-19,2023-03-02,0
ORD-20763,2022-03-16,Papayas,Fruit,True,Supplier_A,Gauteng,421,61.92,26068.32,3,6,3,2022-03-19,2022-03-22,0
ORD-20764,2022-10-22,Spinach,Veg,True,Supplier_B,Eastern Cape,83,16.71,1386.93,3,7,4,2022-10-25,2022-10-29,0
ORD-20765,2024-03-03,Herbs,Herb,True,Supplier_O,Gauteng,269,54.78,14735.82,2,5,3,2024-03-05,2024-03-08,0
ORD-20766,2022-01-21,Mangoes,Fruit,False,Supplier_D,Western Cape,529,15.84,8379.36,3,9,6,2022-01-24,2022-01-30,0
ORD-20767,2024-06-24,Cucumbers,Veg,True,Supplier_N,Gauteng,160,15.48,2476.8,3,4,1,2024-06-27,2024-06-28,0
ORD-20768,2022-06-20,Lettuce,Veg,True,Supplier_D,Western Cape,107,11.19,1197.33,2,5,3,2022-06-22,2022-06-25,0
ORD-20769,2022-01-15,Broccoli,Veg,True,Supplier_G,KwaZulu-Natal,187,15.85,2963.95,4,24,20,2022-01-19,2022-02-08,0
ORD-20770,2022-07-30,Papayas,Fruit,True,Supplier_L,Gauteng,134,33.74,4521.16,3,9,6,2022-08-02,2022-08-08,0
ORD-20771,2023-07-14,Spinach,Veg,True,Supplier_B,Eastern Cape,156,16.81,2622.36,4,7,3,2023-07-18,2023-07-21,0
ORD-20772,2022-03-27,Papayas,Fruit,True,Supplier_H,KwaZulu-Natal,156,32.99,5146.44,3,6,3,2022-03-30,2022-04-02,0
ORD-20773,2022-05-29,Mangoes,Fruit,False,Supplier_D,Western Cape,32,26.11,835.52,2,4,2,2022-05-31,2022-06-02,0
ORD-20774,2023-12-01,Oranges,Fruit,False,Supplier_D,Western Cape,168,49.32,8285.76,5,6,1,2023-12-06,2023-12-07,0
ORD-20775,2023-01-07,Beetroot,Root,False,Supplier_B,Eastern Cape,123,20.31,2498.13,2,14,12,2023-01-09,2023-01-21,0
ORD-20776,2023-04-25,Lettuce,Veg,True,Supplier_E,Western Cape,71,13.2,937.2,2,5,3,2023-04-27,2023-04-30,0
ORD-20777,2024-03-28,Tomatoes,Veg,True,Supplier_O,Gauteng,707,6.94,4906.58,3,6,3,2024-03-31,2024-04-03,0
ORD-20778,2022-05-31,Herbs,Herb,True,Supplier_G,KwaZulu-Natal,62,44.91,2784.42,3,4,1,2022-06-03,2022-06-04,0
ORD-20779,2022-05-21,Avocados,Fruit,True,Supplier_E,Western Cape,277,41.19,11409.63,5,9,4,2022-05-26,2022-05-30,0
ORD-20780,2022-03-10,Herbs,Herb,True,Supplier_O,Gauteng,243,29.19,7093.17,2,3,1,2022-03-12,2022-03-13,0
ORD-20781,2022-09-17,Broccoli,Veg,True,Supplier_O,Gauteng,219,17.31,3790.89,6,19,13,2022-09-23,2022-10-06,0
ORD-20782,2024-04-25,Oranges,Fruit,False,Supplier_B,Eastern Cape,118,24.15,2849.7,3,4,1,2024-04-28,2024-04-29,0
ORD-20783,2023-06-05,Carrots,Root,False,Supplier_O,Gauteng,427,6.03,2574.81,6,10,4,2023-06-11,2023-06-15,0
ORD-20784,2023-09-25,Apples,Fruit,False,Supplier_J,Mpumalanga,442,21.4,9458.8,5,14,9,2023-09-30,2023-10-09,0
ORD-20785,2023-01-06,Avocados,Fruit,True,Supplier_B,Eastern Cape,536,36.42,19521.12,3,9,6,2023-01-09,2023-01-15,0
ORD-20786,2023-02-23,Onions,Root,False,Supplier_M,Eastern Cape,176,10.27,1807.52,4,7,3,2023-02-27,2023-03-02,0
ORD-20787,2022-04-11,Ginger,Root,False,Supplier_I,KwaZulu-Natal,609,47.21,28750.89,4,5,1,2022-04-15,2022-04-16,0
ORD-20788,2023-10-23,Apples,Fruit,False,Supplier_A,Gauteng,655,21.03,13774.65,2,13,11,2023-10-25,2023-11-05,0
ORD-20789,2023-10-20,Cauliflower,Veg,True,Supplier_L,Gauteng,84,18.46,1550.64,5,5,0,2023-10-25,2023-10-25,1
ORD-20790,2024-05-14,Onions,Root,False,Supplier_I,KwaZulu-Natal,44,9.8,431.2,6,7,1,2024-05-20,2024-05-21,0
ORD-20791,2022-08-31,Bananas,Fruit,True,Supplier_K,KwaZulu-Natal,413,11.02,4551.26,6,8,2,2022-09-06,2022-09-08,0
ORD-20792,2024-01-23,Tomatoes,Veg,True,Supplier_O,Gauteng,249,9.45,2353.05,4,14,10,2024-01-27,2024-02-06,0
ORD-20793,2023-05-27,Cauliflower,Veg,True,Supplier_N,Gauteng,357,15.07,5379.99,6,9,3,2023-06-02,2023-06-05,0
ORD-20794,2024-04-28,Oranges,Fruit,False,Supplier_M,Eastern Cape,131,23.43,3069.33,5,8,3,2024-05-03,2024-05-06,0
ORD-20795,2023-07-09,Cucumbers,Veg,True,Supplier_O,Gauteng,249,13.77,3428.73,2,5,3,2023-07-11,2023-07-14,0
ORD-20796,2022-04-05,Carrots,Root,False,Supplier_B,Eastern Cape,23,11.82,271.86,6,8,2,2022-04-11,2022-04-13,0
ORD-20797,2022-08-14,Spinach,Veg,True,Supplier_I,KwaZulu-Natal,223,17.43,3886.89,6,8,2,2022-08-20,2022-08-22,0
ORD-20798,2023-06-02,Herbs,Herb,True,Supplier_D,Western Cape,226,42.26,9550.76,2,5,3,2023-06-04,2023-06-07,0
ORD-20799,2022-08-02,Herbs,Herb,True,Supplier_E,Western Cape,155,43.85,6796.75,6,8,2,2022-08-08,2022-08-10,0
ORD-20800,2023-12-19,Tomatoes,Veg,True,Supplier_G,KwaZulu-Natal,139,15.87,2205.93,2,6,4,2023-12-21,2023-12-25,0
ORD-20801,2022-03-08,Beetroot,Root,False,Supplier_O,Gauteng,140,11.79,1650.6,4,4,0,2022-03-12,2022-03-12,1
ORD-20802,2023-01-31,Beetroot,Root,False,Supplier_M,Eastern Cape,222,12.55,2786.1,2,6,4,2023-02-02,2023-02-06,0
ORD-20803,2023-09-04,Broccoli,Veg,True,Supplier_I,KwaZulu-Natal,269,17.67,4753.23,2,2,0,2023-09-06,2023-09-06,1
ORD-20804,2022-01-12,Bananas,Fruit,True,Supplier_A,Gauteng,132,7.35,970.2,3,4,1,2022-01-15,2022-01-16,0
ORD-20805,2022-08-25,Avocados,Fruit,True,Supplier_K,KwaZulu-Natal,353,43.1,15214.3,2,2,0,2022-08-27,2022-08-27,1
ORD-20806,2024-04-13,Herbs,Herb,True,Supplier_A,Gauteng,113,32.95,3723.35,2,8,6,2024-04-15,2024-04-21,0
ORD-20807,2024-02-09,Onions,Root,False,Supplier_D,Western Cape,231,16.08,3714.48,4,14,10,2024-02-13,2024-02-23,0
ORD-20808,2023-02-03,Bananas,Fruit,True,Supplier_N,Gauteng,402,6.66,2677.32,3,5,2,2023-02-06,2023-02-08,0
ORD-20809,2023-02-11,Bananas,Fruit,True,Supplier_D,Western Cape,677,5.57,3770.89,5,12,7,2023-02-16,2023-02-23,0
ORD-20810,2024-04-28,Lettuce,Veg,True,Supplier_L,Gauteng,157,9.37,1471.09,2,1,-1,2024-04-30,2024-04-29,1
ORD-20811,2023-04-25,Bananas,Fruit,True,Supplier_D,Western Cape,327,7.5,2452.5,2,4,2,2023-04-27,2023-04-29,0
ORD-20812,2023-10-09,Oranges,Fruit,False,Supplier_D,Western Cape,359,17.26,6196.34,4,5,1,2023-10-13,2023-10-14,0
ORD-20813,2022-08-10,Mangoes,Fruit,False,Supplier_E,Western Cape,420,23.31,9790.2,3,6,3,2022-08-13,2022-08-16,0
ORD-20814,2022-06-05,Broccoli,Veg,True,Supplier_A,Gauteng,435,10.66,4637.1,4,8,4,2022-06-09,2022-06-13,0
